root@comp3134-Winter2024:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v[v]... for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), snapshot length 262144 bytes
02:11:39.539259 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 1909163984:1909164092, ack 3369870326, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 108
02:11:39.539344 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 108:144, ack 1, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 36
02:11:39.539391 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 144:196, ack 1, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 52
02:11:39.539435 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 196:264, ack 1, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 68
02:11:39.539487 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 264:332, ack 1, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 68
02:11:39.539524 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 332:368, ack 1, win 501, options [nop,nop,TS val 2951759972 ecr 1725778496], length 36
02:11:39.541038 IP 141.117.117.234.13056 > 143.198.33.235.22: Flags [.], ack 0, win 19151, options [nop,nop,TS val 1725778509 ecr 2951759966], length 0
02:11:39.548154 IP 141.117.117.234.13056 > 143.198.33.235.22: Flags [.], ack 368, win 19146, options [nop,nop,TS val 1725778515 ecr 2951759972], length 0
02:11:39.637640 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 368:596, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 228
02:11:39.637776 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 596:836, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 240
02:11:39.637835 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 836:872, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 36
02:11:39.637918 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 872:1076, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 204
02:11:39.637968 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 1076:1112, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 36
02:11:39.638041 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 1112:1316, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 204
02:11:39.638077 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 1316:1352, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 36
02:11:39.638126 IP 143.198.33.235.22 > 141.117.117.234.13056: Flags [P.], seq 1352:1556, ack 1, win 501, options [nop,nop,TS val 2951760070 ecr 1725778515], length 204
